"_id","description"
"60b358f559458642809a530a","Apple Inc is readying a revamp of its entry-level AirPods for this year and a second generation of the AirPods Pro for next year, according to people with knowledge of the matter.

The new base AirPods will mark the first update to the product since March 2019 and will add a new design that mostly mirrors that of the AirPods Pro. The earbuds will come with a new case and shorter stems poking out of the bottom of each one. The AirPods Pro coming next year will be the first change to that product since October 2019 and will include updated motion sensors with a focus on fitness tracking, the people said, asking not to be named because the plans are private.

Apple had previously aimed to release the new AirPods Pro as early as this year, Bloomberg News reported in 2020. The update to its wireless earbuds range will bolster the company’s wearables, home and accessories segment, which has grown rapidly to now account for more than $30 billion in annual revenue, exceeding 10% of total sales.

An Apple spokeswoman declined to comment. The last AirPods-related hardware introduction from Apple was the over-ear AirPods Max headphones in December. That $549 pair earned criticism for bugs and its high price but praise for its materials and sound. Apple only recently caught up with demand for the product, and it is not currently working on a second generation of the AirPods Max, though it has discussed launching additional color variations in the future.

As part of its broader home, audio and accessories strategy, Apple has also begun early development of a HomePod speaker with a built-in screen as well as a device that combines the features of a HomePod, FaceTime camera and Apple TV, Bloomberg News has reported. Competition for speakers with screens is already widespread. Apple released a HomePod mini speaker last year and outlined a minor update to the Apple TV set-top box last month.

For the new AirPods Pro, Apple has also tested a smaller design that eliminates the stems. That look will debut on new Beats-branded wireless earbuds planned to be announced next month."
"60b3593759458642809a530b","OnePlus Nord CE 5G and OnePlus TV U1S are all set to launch in India on June 10. Ahead of the launch, the company has confirmed the sale and pre-order date for the upcoming OnePlus products. The devices will be available for purchase through Amazon and OnePlus.in. The pre-order window for the OnePlus Nord CE 5G will open on June 11, but it will only be accessible to the Red Cable members.

The new mid-range phone will go on open sale on June 16, as per the timeline details published on the company’s official site. Those who are interested in the OnePlus TV U1S will be able to buy it on June 11. All the Red Cable members will be able to buy the Smart TV a day earlier, meaning on June 10.

The upcoming OnePlus Nord CE 5G is said to be a successor to the OnePlus Nord N10 5G smartphone, which was launched in Europe and North America last year. The new phone is expected to offer the same design with a punch-hole display. There could be a circular cutout on the front featuring a selfie camera.

The OnePlus Nord CE 5G is also said to sport a side-mounted fingerprint scanner and a triple rear camera setup. It will likely feature a USB Type-C port and a 3.5mm headphone jack. OnePlus is promising that this will be a “product that is focused on delivering the core excellent features needed in a device while also bringing the signature Nord experience to users.”



If rumours are to be believed, the device will be cheaper than the original OnePlus Nord. Currently, the company is selling this mid-range phone with a starting price of Rs 25,000. The mentioned price is for the 64GB storage model.

As for the OnePlus TV U1S, it is said to arrive with support for HDR10+, HLG, and MEMC, along with a 60Hz display. It could feature 30W speakers with support for Dolby Audio, co-tuned with Dynaudio. The company might offer the new Smart TV in three sizes, including 50-inch, 55-inch, and 65-inch. The rest of the details are currently under wraps."
"60b3596c59458642809a530c","The group behind the SolarWinds cyber attack identified late last year is now targeting government agencies, think tanks, consultants, and non-governmental organisations, Microsoft Corp said late on Thursday.

“This week we observed cyberattacks by the threat actor Nobelium targeting government agencies, think tanks, consultants, and non-governmental organisations”, Microsoft said in a blog. Nobelium, originating from Russia, is the same actor behind the attacks on SolarWinds customers in 2020, according to Microsoft.

“This wave of attacks targeted approximately 3,000 email accounts at more than 150 different organisations”, Microsoft said.

While organisations in the United States received the largest share of attacks, targeted victims came from at least 24 countries, Microsoft said. At least a quarter of the targeted organisations were involved in international development, humanitarian issues and human rights work, Microsoft said in the blog.

Nobelium launched this week’s attacks by breaking into an email marketing account used by the United States Agency For International Development (USAID) and from there launching phishing attacks on many other organisations, Microsoft said.

The hack of information technology company SolarWinds, which was identified in December, gave access to thousands of companies and government offices that used its products.

Microsoft President Brad Smith described the attack as “the largest and most sophisticated attack the world has ever seen”.This month, Russia’s spy chief denied responsibility for the SolarWinds cyber attack but said he was “flattered” by the accusations from the United States and Britain that Russian foreign intelligence was behind such a sophisticated hack.

The United States and Britain have blamed Russia’s Foreign Intelligence Service (SVR), successor to the foreign spying operations of the KGB, for the hack which compromised nine US federal agencies and hundreds of private sector companies.

The attacks disclosed by Microsoft on Thursday appeared to be a continuation of multiple efforts to target government agencies involved in foreign policy as part of intelligence gathering efforts, Microsoft said.

The company said it was in the process of notifying all of its targeted customers and had “no reason to believe” these attacks involved any exploitation or vulnerability in Microsoft’s products or services."
"60b359a759458642809a530d","Twitter recently introduced its audio chat rooms called Spaces, and it is now available on both the mobile and desktop browser. If you have more than 600 followers on Twitter, then you can host a Space right now. The feature is available within the app and is accessible to both Android and iOS users.

All Spaces are public and anyone can join any Space as a listener. If you create a Space or are a speaker in one of the events, then your followers will get to see it at the top of their timeline (in their Fleets). Users can also send invites to people asking them to join a Space.

You can send the link via DM or tweet the link out to your Home timeline. The microblogging site even allows you to copy the invite link and share it anywhere else.

How to create Twitter Spaces?
Step 1: Open Twitter on a web browser and then tap on the profile picture located in the top left corner.

Step 2: Scroll to the right until you find the ‘Spaces’ option.

Step 3: Once you find it, tap on it and choose your audio room audience. Here, you get three options to choose from, including Everyone, People you follow, or Only people you invite to speak.

Step 4: Once you have selected, you then tap on the “Start your Space” button. Twitter allows you to add as many as 10 speakers to a Space and you can even add
description of the event.

How to join Spaces?
Twitter Spaces automatically appear at the top of your Home timeline, where you see Fleets. All you need to do is tap on the profile of the person who is hosting a Space and then tap again on Join this Space.

You will then be added to that particular Space. If you wish to share your opinion, then you can ask for mic access from the host. Once you get the access, you are all set. Each Space has a link that one can also share publicly.

"
"60b359e859458642809a530e","Google is gradually adding more features to its Messages app. The company recently added support for scheduled messages, and now it is expected to add two more features. XDA-Developers has spotted a new conversation pinning feature in the latest APK teardown. Users will soon be able to pin message threads and conversations at the top of the list.

This way users won’t have to scroll down through all the message threads and one can quickly open the pinned chat. If you are someone who sends or receives many text messages, then this could be a useful feature.

The screenshots shared by XDA suggests that users will only be able to pin up to three conversations. The company will likely change the number after a point of time. It is important to note that not all the features found in the APK teardown are officially released.

That being said, this is a basic feature, and one will find it on most messaging apps. So, Google is expected to add the conversation pinning feature to its Messages app. Apart from this, Google could also add the ability to “star” conversations. This could function similar to apps like WhatsApp or Telegram. The feature will likely allow you to bookmark specific messages so you can quickly refer back to them later.



Google is testing a lot of new features for its messaging app, and it is also expected to offer a new tablet UI, as per previous reports. In the near future, we could also see features like conversation filters and a revamped emoji menu for much easier access to GIFs and stickers.

Those who are using the beta version of the app can check out some of these features. Again, note that there is no guarantee that all the features discovered in the APK teardowns will appear in the live build."
"60b35a1959458642809a530f","Facebook Inc is no longer removing posts that claim the coronavirus that causes COVID-19 was man-made amid renewed debate over its origins.

“In light of ongoing investigations into the origin of COVID-19 and in consultation with public health experts, we will no longer remove the claim that COVID-19 is man-made from our apps,” said a Facebook spokeswoman in an emailed statement.

“We’re continuing to work with health experts to keep pace with the evolving nature of the pandemic and regularly update our policies as new facts and trends emerge.”The rule change, first reported by Politico, comes as US President Joe Biden announced he has ordered aides to find answers to the origin of the virus.

He said on Wednesday that US intelligence agencies are pursuing rival theories potentially including the possibility of a laboratory accident in China.

Social media companies have faced pressure to combat health misinformation on their sites during the pandemic. Facebook has said it has removed more than 16 million pieces of content from its apps for breaking rules on COVID-19 and vaccine misinformation.

The company announced in February that it had expanded the types of claims it would remove from its platforms, including that the virus was man-made.

The Facebook spokeswoman said the company regularly updates the list of claims it removes based on the advice of health experts.

COVID-19 has killed more than 3.6 million people worldwide. The first reported cases emerged in the central Chinese city of Wuhan in late 2019 but the origin of the virus remains contested among experts.

Earlier this week, US government sources said a still-classified US intelligence report circulated during former President Donald Trump’s administration alleged that three researchers at China’s Wuhan Institute of Virology became= so ill in November 2019 that they sought hospital care. The source of that early intelligence or how reliable US agencies rate it is not known."
"60b35a4459458642809a5310","Alphabet Inc’s Google is nearing a settlement of an antitrust investigation in France over allegations it abused its power in online advertising, and will likely pay a fine and institute operational changes, the Wall Street Journal reported on Thursday, citing people familiar with the matter.

The French Competition Authority has said that Google’s tool to help websites and apps sell ads gave Google’s online ad auction system an advantage over rival exchanges, the people told the newspaper.Google offered to settle the matter by removing obstacles that it puts up against competitors, the newspaper reported.

The settlement could be among the first resolutions in a wave of new investigations or lawsuits targeting Google’s ads business, which generated $147 billion in revenue last year, more than any other internet company in the world.

Most of Google’s sales come from search and YouTube ads. But about $23 billion last year was tied to helping publishers sell ads and the connections between Google’s dueling businesses is drawing antitrust scrutiny, including calls from critics for a break-up.

The French case also alleged other forms of self-preferencing in the advertising side of Google’s business, the people told the newspaper.Google spokeswoman Leslie Pitterson did not comment on the reported settlement but said that the company’s third-party ad tech products work with both Google’s partners’ and competitors’ products.

“We continue to take in feedback and make updates to better serve users and the wider ecosystem,” she said in a statement.

If approved by the Competition Authority’s board, the deal could be announced in weeks and would be binding only in France, the newspaper said.

Texas, backed by other US states, filed a lawsuit against Google in December accusing it of breaking antitrust law in how it runs its online advertising business in a case that appears to be similar to the French allegations.

Google also is fighting lawsuits in the United States from several advertisers, rivals and publishers around the same issues."
"60b35a7559458642809a5311","Dell Technologies Inc and HP Inc reported quarterly revenue that beat Wall Street estimates on Thursday, as customers continued to shop for personal computers, even as pandemic-led restrictions eased in many parts of the world.

However, shares of Dell fell 1%, while those of HP dropped as much as 6%, after both companies warned the ongoing computer chip shortage could impact their ability to meet demand for laptops this year.

“The component supply situation remains constrained,” Dell Chief Financial Officer Thomas Sweet said in post earnings call, adding that rising costs to procure these chips would hit its operating income in the current quarter by the low to mid-single digits and lead to slightly lower revenue on a sequential basis.

HP Inc, which ranks second among global PC vendors according to IDC data, said the shortages would limit its ability to supply personal computing devices and printers at least until the end of the year.Still, the companies, which are leaders in the personal computing industry, said they were bullish on the overall market, expecting the surge in demand for laptops needed by people working and going to school remotely to continue.

Global shipments of PCs, the industry’s collective term for laptops and desktops, grew 55.2% during the first quarter, according to preliminary data from research firm IDC.


Dell said revenue from its client solutions group, which includes desktops, notebooks and tablets, rose 20% to $13.31 billion in the reported quarter.

HP’s PC-related sales rose 27% in the quarter ended April 30, while notebook sales surged 47% from the same period a year earlier.

Dell’s revenue rose 12% to $24.49 billion in the first quarter, beating estimates of $23.40 billion, according to Refinitiv IBES data, while HP posted overall revenue of $15.9 billion above the $15 billion estimate."
"60b35abd59458642809a5312","Instagram has launched a new Drops feature to let you shop new products on the platform. Using this feature, Instagram users will able to check out the latest products or limited releases that will be available in the coming weeks. As per a report by TechCrunch, one can also get information on upcoming products, though one will be required to sign up for this.

Currently, this feature is only available for those who are based in the US. One will find the new Drops feature under the Shop tab. Now, users can also purchase products directly from the app using the Checkout feature. The latter is available to all eligible business and creator accounts in the US.

Instagram says “we have long-term plans to make checkout available to businesses outside of the US.”

TechCrunch also asserted that this feature will allow Instagram to charge a fee on purchases in the future. Currently, the social media giant isn’t charging a fee to help small business recover losses incurred due to the COVID-19 pandemic. This will also build a good user base for online shopping and will eventually benefit Instagram.

Instagram will display new drops every week and it will contain basic information. For more details, one will get an option to visit the brand’s page. Here, users will get information on price, availability, and other details they may need before buying anything. Instagram also allows you to save a drop for the future and you can do that by adding the product to your wishlist or share it with a friend.

If you want to do business, then you can turn any existing Instagram account into a business account from your profile settings. However, there are some criteria to sell goods on Instagram.

These include your business must have a qualified product, it follows the company’s merchant agreement and commerce policy, and your business should also have a website domain from which you want to sell. If your business qualifies, you can then create an Instagram Business account and sell products.

"
"60b35b2c59458642809a5313","Samsung has announced two new tablets that are set to go on sale in India soon. These include the Galaxy Tab S7 FE and Galaxy Tab A7 Lite. The tablets bring features from the flagship Galaxy Tab S7 to the two new affordable tablets. This is something that Samsung started implementing last year with the launch of the Samsung Galaxy S20 FE smartphone, by bringing popular features from the flagship S20 series to a more affordable device.

The Samsung Galaxy S20 FE turned out to be quite popular, and it now seems Samsung is looking to do the same with its tablets with the introduction of the Galaxy Tab S7 FE. Here is everything you should know about the new tablets from Samsung.

Samsung Galaxy Tab S7 FE: Specifications
The Galaxy Tab S7 FE measures 185.0 x 284.8 x 6.3mm and features a 12.4-inch (1,600×2,560 pixels) LCD display. The 5G tablet weighs in at 608g and runs on Android 11-based Samsung OneUI. The Galaxy Tab S7 FE is powered by the Qualcomm Snapdragon 750G octa-core chip along with 4GB of RAM. The tablet comes with 64GB internal storage along with the option to expand further using a microSD card slot.

The tablet includes an 8MP main rear sensor and a 5MP selfie shooter. The device is packed with a 10,090mAh battery with support for 45W fast charging. The tablet comes with S-Pen support and connectivity options include Bluetooth 5.0, a USB Type-C port, Gigabit Wi-Fi, and more. The device also comes with Samsung DeX app support. The tablet will be available in four colour variants that include Mystic Black, Mystic Silver, Mystic Green and Mystic Pink.

Samsung Galaxy Tab A7 Lite:
The Galaxy Tab A7 Lite measures 212.5 x 124.7 x 8.0mm and comes with an 8.7–inch (1340×800 pixels) screen. The tablet comes with Dual Speakers and supports Dolby Atmos. The device also sports up to 64GB of internal storage and will allow you the expand the storage up to 1TB using a MicroSD card.

The device is powered by a 5,100mAh​ battery with support for 15W Adaptive Fast Charging. Connectivity options include Type C USB 2.0, 3.5mm Ear jack​, LTE, Wi-Fi 5 (802.11 a/b/g/n/ac) and Bluetooth v5.0 among others. The Samsung Galaxy Tab A7 Lite will come in two colour variants that include Grey and Silver colour options. Note that Samsung has not confirmed the price of the new tablets yet. We will have to wait a while longer to know more.

"
"60b35b6859458642809a5314","Nintendo has been struggling to meet demands for the Switch due to the global chip shortage. However, this hasn’t led to the brand faltering on its plans to launch a second device. The company is reportedly looking to start the production of the next-gen Nintendo Switch by July 2021.

A new report by Bloomberg also suggests that the company might flaunt the next-gen console at the E3 gaming conference this June. The report also adds that Nintendo could launch the new Switch by September this year.

Nintendo Switch 2: What to expect
The next-gen Nintendo Switch will also likely be priced higher than the current model, suggests the report. While it will eventually replace the first-gen Switch, the new console will be sold alongside the affordable Switch Lite. The report also says that Nintendo plans to ramp up production to a peak in the last quarter of 2021, despite the global semiconductor shortage.

“An upgraded Switch can be extremely valuable in extending the lifecycle of the platform. Both Sony and Microsoft have had success with mid-cycle upgrades as a means to drive growth from live services and, as this becomes a greater driver for Nintendo, not fragmenting the user base across different platforms would be advantageous,” Bloomberg analyst Matthew Kanterman said.

Talking about specifications, the new device is expected to come with a 7-inch OLED display from Samsung and an Nvidia GPU with support for 4K output. The premium components combined with the chip shortage is likely to make the price of the console go above $299 (about Rs 21,700). Note that no information on the final retail price is currently available."
"60b35bbc59458642809a5315","Recent volatility aside, the valuations and popularity of cryptocurrencies like Bitcoin and Ethereum have been hitting record heights, and the array of avenues accepting these private cryptocurrencies as payment instruments are also on the rise. The regulatory landscape around cryptocurrencies has transitioned from press releases issued by the Reserve Bank of India (“RBI”) cautioning users against risks associated with private cryptocurrencies, to the RBI issuing a blanket ban on RBI-regulated entities (like banks and intermediaries) providing services to persons/settling transactions involving cryptocurrencies, to the Supreme Court of India striking down RBI’s ban as disproportionate, to the government formulating a bill (the Cryptocurrency and Regulation of Official Digital Currency Bill, 2021 that is yet to be tabled before the Parliament) to ban private cryptocurrencies. Despite the noise within government circles to ban all private cryptocurrencies, cryptocurrencies currently operate in India in a regulatory vacuum and transaction volumes continue to witness a massive surge.

In India, while officially the fate of private cryptocurrencies is uncertain, the Crypto Bill 2021 facilitates formulating an official/central backed digital currency that will be issued by the RBI and would be recognised as ‘tender’. Several nations across the globe have rolled out (or are designing/testing) their central backed digital currencies (like Ecuador’s Dinero Electrónico, the Swedish eKrona, and the Chinese eYuan) and have charged ahead in this space, with other intrigued nations close at their heels.

Sovereign backed digital currency and challenges
Centralised vs Decentralised and Volatility

The fundamental ethos of private cryptocurrencies is that they are private (user-driven), decentralised (without involving any regulator) and enable direct peer-to-peer transactions under the cloak of anonymity. The value of private cryptocurrencies is market-driven, and not regulated by any authority or based on the value of any currency/commodity or other underlying assets. This makes them volatile in nature and there is a general perception of these being less secure. Regulators across the globe have therefore expressed concerns vis-à-vis private cryptocurrencies primarily from the perspective of financial security, tax evasion and money laundering.

Any central backed digital currency on the other hand is a digital form of fiat currency (i.e., government-issued cash) which will be government authorised, transparent (leaving behind an electronic record/trail) and relatively less volatile. Central backed digital currencies will also further the government’s efforts towards financial inclusion and cashless/digital payments and will be interoperable between different banking systems making them safer and more reliable/resilient.

Distributed Ledger Technology/Blockchain

Private cryptocurrencies rely on the distributed ledger technology and blockchain to validate transactions. Distributed ledger technology is like a communal database accessible to all users that enables transparent validation of transactions and tracking of historical trades.

Transaction validation on the blockchain requires high electric power; which leads to payments through blockchain not being easily scalable to high transaction volumes. Additionally, there being a central validator of all transactions (in case of central backed digital currencies), would defy the very concept of a decentralised blockchain system.

Costs

Mining private cryptocurrencies require significant computing power which increases transaction costs and casts a shadow on their long-term sustainability. While central backed digital currency is touted as a cost-saving measure (from an interbank settlements perspective and given currency notes are expensive to mint and store), designing and implementation of a central backed digital currency, establishment and maintenance of the infrastructure to facilitate central backed digital currency payments will entail significant costs in a secure trusted environment.

Monetary Policy and Financial Stability

Before central backed digital currencies are operationalised, it is important to consider and evaluate their monetary, systemic, regulatory, and technological impact on the financial system. Ease of accessibility of central backed digital currencies and their safe and secure storage in a safe and resilient system protected against cyberattacks, system failures or disruptions, will also play a key role in their use/acceptance. In regulating central backed digital currencies, their usage in cross border transactions (like private cryptocurrencies which are inherently borderless) also needs to be evaluated, especially on account of the Indian Rupee otherwise not being a convertible currency.

Non-interest-bearing central backed digital currencies could primarily function like cash and serve as a medium of exchange between peer-to-peer and peer-to-business transactions. However, central backed digital currencies bearing interest at a rate set by the RBI could force commercial banks to provide more incentivised rates to attract businesses and financial institutions to stick with them. Moreover, this increased competition is likely to lower profitability for commercial banks which are already under immense pressure due to the surging non-performing assets and bad debts and in a scenario of financial stress at the macro level, businesses and financial institutions might consider holding central backed digital currencies as compared to bank deposits, as a potentially safer option.

Way Ahead
A coordinated approach should be adopted to consult with the various stakeholders (like banks, financial institutions, fintech players, payment aggregators, e-commerce platforms etc.) to not only ensure seamless integration of central backed digital currencies into the financial system but also ensure all relevant and practical perspectives have been addressed. A regulatory sandbox will also undoubtedly be helpful in formulating a more holistic approach, as relevant regulatory pitfalls/ must-haves, macroeconomic factors and procedural aspects can be taken into account while designing and implementing central backed digital currencies. Various governments recognise the enormous potential and penetration power of central backed digital currencies. The Indian government’s proposed central backed digital currency to be issued by the RBI is therefore a welcome move that will address the risks associated with private cryptocurrencies and instil trust in the public to make payments using such sovereign issued virtual currencies.

Authors: Anjali Menon, Partner and Aman Agarwal, Associate, Shardul Amarchand Mangaldas & Co. This article includes inputs from their colleagues, Veena Sivaramakrishnan, Partner and Sumant Prashant, Principal Associate, Shardul Amarchand Mangaldas & Co.

Disclaimer: This article is intended for general information purposes only. The views expressed in this article are those of the authors and does not necessarily reflect the views of the firm."
"60b35bf759458642809a5316","Dell is launching its latest lineup of laptops and PCs in India. The company is updating its Latitude, Precision, and Optiplex range with various new devices across multiple price points. Dell’s updated lineup of devices include Dell Latitude 7320, Dell Latitude 7410, Dell Latitude 7420, Dell Latitude 9420, Dell Latitude 9520, Dell Latitude 5320, Dell Precision 3560, Dell OptiPlex 7090 Ultra, Dell OptiPlex 3090 Ultra, and Dell OptiPlex 5090. The company has also introduced a high-end Chromebook which starts at RS 94,500.

Here is what we know about the latest range of devices from Dell.

Dell Latitude 9420
The Latitude 9420 is powered by 11th Gen Intel Core vPro processors. The laptop comes with powerful built-in speakerphone and camera enhancements that provide automatic light correction and background blur. The laptop features ExpressSign-in 2.0 enabled by Intel Visual Sensing Technology for a faster and more reliable auto-wake and lock.

Dell Latitude 7320 and Latitude 7420
Dell’s new Latitude 7320 and Latitude 7420 are detachable 2-in-1 devices that feature ComfortView Plus low blue light solution. The Dell Latitude 9420 and 9520 laptops pack a SafeShutter which is an automatic webcam shutter basically.

Must Read |Dell releases fix for security issue affecting its laptops: Everything to know
Dell Latitude 9520
The Latitude 9520 comes in a sleek design and features a 15-inch “InfinityEdge” screen. The laptop packs a PC proximity sensor enabled by Intel Context Sensing Technology which is said to detect user’s presence and instantly wake and log in to the laptop.

Dell Latitude 7320
The Dell Latitude 7320 comes in a sleek and detachable design. The device comes with ComfortView Plus low blue light solution that is said to ease eye strain by filtering blue light. The laptop packs a 13-inch 4K display and comes with a 5 MP front-facing camera, with Temporal Noise Reduction (TNR).

Dell Latitude 7410
Dell’s latest high-end Chromebook, the Latitude 7410 Chromebook comes in a sleek and compact design. The device packs a 4K display with Low Blue Light technology and is said to come with a long battery backup. The laptop is powered by the 10th generation Intel Core i7 quad-core processor, paired with up to 16GB RAM, Intel UHD Graphics, and up to 512GB SSD

Dell OptiPlex 7090 Ultra and OptiPlex 3090 Ultra
Dell’s latest range of desktops include the OptiPlex 7090 Ultra and OptiPlex 3090 Ultra. The desktops are said to support up to four 4K monitors at once. The desktops feature a modular form factor design that hides the PC in the monitor stand.

OptiPlex 5090
The OptiPlex 5090 will be available in three form factors – Tower, Small Form Factor, and Micro. The OptiPlex 5090 Tower comes with the NVIDIA 1660 Super and AMD® graphics and is said to deliver entry commercial VR content experiences. The device features 11th Gen Intel up to Core i7 processors and is said to provide better performance while running multiple or large applications. OptiPlex 5090 features up to Micro Intel Gen 12 graphics and is said to offer better visuals for 3D rendering and 4K monitor use.

Dell Precision 3560
The Precision 3560 Mobile Workstation features 100% sRGB, 400nit display with ComfortView Plus and Dell’s exclusive PremierColor software. The lightweight workstation is said to goof for 2D and entry 3D CAD, as well as reporting and data analysis.

Dell’s new Latitude, Precision, OptiPlex range
Dell’s latest range of laptops and desktops can be purchased from Dell’s official website. While the Dell Latitude 7320 Detachable is priced starting at Rs 85,000, the Dell Latitude 7410 Chromebook price starts at Rs 94,500. The Dell Latitude 7420 is available at Rs 90,000. The other three Dell Latitude laptops — Dell Latitude 9420, Dell Latitude 9520, and Dell Latitude 5320 — are priced in India at Rs 1,36,000, Rs 1,45,000, and Rs 77,500, respectively. Dell Precision 3560 laptop is priced starting at Rs 74,500 in India. Dell OptiPlex 7090 Ultra and 3090 Ultra are priced starting at Rs 47,500 and Rs 43,000, respectively. Dell OptiPlex 5090 is priced in India starting at Rs 46,500.

"
"60b35dbf59458642809a5317","WhatsApp is suing the Indian government over a ‘traceability’ clause in the new Intermediary Rules 2021, which were notified in February this year. In response, the government has called WhatsApp’s act as a one of defiance and wants them to comply. Here are the top points explaining everything to know about this latest controversy.

1) WhatsApp’s case against IT rules
As reported by indianexpress.com, WhatsApp has said that the new social media rules are unconstitutional and filed the case on May 25, incidentally it was also the last day for companies to comply with the new rules. The Facebook-owned messaging app is invoking the 2017 Justice K S Puttaswamy vs Union Of India judgment in support of its arguments.

WhatsApp wants the court to ensure the clause does not come into force, and prevent criminal liability to its employees for non compliance.


2) Traceability means End-to-End encryption won’t work
In a detailed blog post, WhatsApp has also explained that traceability will not work, arguing that breaking end-to-end encryption (E2E) would weaken user privacy on the app and stifle free speech and freedom of expression. E2E encryption is turned by default on WhatsApp for all messages.

Further, WhatsApp will have to re-engineer the app just for India, which won’t happen. If WhatsApp had to comply with the rules, it would have to create a version of the app that supports traceability and doesn’t have E2E encryption.

WhatsApp said in its blog that while it supports “reasonable and proportionate regulations”, it cannot stand for “eroding privacy for everyone, violating human rights, and putting innocent people at risk.”

3) Traceability means a lot of data collection
WhatsApp in its blog post makes it clear that in order to trace the originator of any message, it will have to keep a log of all messages. Currently, WhatsApp cannot read a user’s message given the E2E encryption.

It says tracing even one message means tracing every single message on the platform and they will have to add some sort of “permanent identity stamp” or effectively ‘fingerprint’ each message. It says that this will be the equivalent of a mass surveillance program.

4) Traceability is not foolproof
WhatsApp and internet experts have made it clear that traceability is not foolproof. Further, when users are forwarding, copying messages, finding the originator becomes difficult. WhatsApp says it might have to “turn over the names of people who shared something even if they did not create it, shared it out of concern, or sent it to check its accuracy,” which would lead to human rights violations as innocent people could end up getting caught in investigations or going to jail.

In Depth |WhatsApp moves Delhi HC against traceability clause in IT rules, calls it is unconstitutional
Further, even if messages are fingerprinted on WhatsApp, these techniques are not foolproof and can be easily impersonated. WhatsApp also says that “traceability” goes against the basic principles of how law enforcement and investigations work.

5) Government response to WhatsApp’s lawsuit
The Ministry of Electronics and Information Technology (MeITY)has called WhatsApp’s refusal to comply with the new IT rules as a “clear act of defiance.” Further, it has said that the right to privacy will come with reasonable restrictions, adding that social media companies will only have to give the originator of a message in select cases and based on an order from a competent court.

The government also questioned WhatsApp’s own commitment to user privacy pointing out that the company plans to “share the data of all its users with its parent company, Facebook, for marketing and advertising purposes.”

Read more |Explained: WhatsApp’s arguments to fight the traceability clause in IT Rules 2021
6) IT rules on tracing originator
According to the government, tracing the first originator is only under select circumstances and they don’t want to track all messages.

Under Rule 4(2) of the guidelines, a social media intermediary could be required to trace an originator of a message or tweet or post “only for the purposes of prevention, investigation, punishment etc. of inter alia an offence relating to sovereignty, integrity and security of India, public order incitement to an offence relating to rape, sexually explicit material or child sexual abuse material punishable with imprisonment for not less than five years.”

7) Three red ticks on WhatsApp calls, messages?
There is a fake WhatsApp message going viral claiming that three red ticks will appear on messages indicating that the government is reading and recording all calls, messages on the platform. This is patently false and has been debunked earlier as well. It is best to ignore this message and not forward to others. Read more about it here.

8) Google and others on the new social media rules
The new IT rules impact all social media intermediaries and companies, not just WhatsApp or Facebook or Twitter. This includes Google as well, which is another major player in the market.

In a statement, CEO Google Sundar Pichai said the company will comply with all laws. “It’s obviously early days and our local teams are very engaged… we always respect local laws in every country we operate in and we work constructively. We have clear transparency reports, when we comply with government requests, we highlight that in our transparency reports,” he said, reported PTI.

While WhatsApp is fighting a lawsuit against the new IT rules, its parent company Facebook. “Pursuant to the IT Rules, we are working to implement operational processes and improve efficiencies. Facebook remains committed to people’s ability to freely and safely express themselves on our platform,” a spokesperson for the company said.

Twitter has issued a statement on its platform around the IT rules as well. “We, alongside many in civil society in India and around the world, have concerns with regards to the use of intimidation tactics by the police in response to enforcement of our global Terms of Service, as well as with core elements of the new IT Rules,” the statement said.

“We plan to advocate for changes to elements of these regulations that inhibit free, open public conversation. We will continue our constructive dialogue with the Indian Government and believe it is critical to adopt a collaborative approach. We believe that it is the collective responsibility of elected officials, industry, and civil society to safeguard the interests of the public,” the statement adds.

Under the new guidelines, significant social media intermediaries (those with more than 50 lakh users in India) have to appoint a resident grievance officer, a chief compliance officer and a nodal contact person. The guidelines state these employees need to be residents of India."
